latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
51.493847,-0.1630249,23.0,3600,Europe/London,BST

time,weather_code (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),apparent_temperature_mean (°C),sunrise (iso8601),sunset (iso8601),daylight_duration (s),sunshine_duration (s),precipitation_sum (mm),rain_sum (mm),precipitation_hours (h),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°)
2012-11-27,53,8.1,5.4,6.4,4.2,0.6,2.6,2012-11-27T08:38,2012-11-27T16:57,29942.67,0.00,3.40,3.40,12.0,27.5,353
2012-11-28,3,6.7,2.3,4.8,1.5,-2.8,-0.2,2012-11-28T08:40,2012-11-28T16:57,29806.48,4017.65,0.00,0.00,0.0,26.3,350
2012-11-29,2,4.8,-0.9,1.7,0.8,-4.5,-2.6,2012-11-29T08:41,2012-11-29T16:56,29675.92,24479.17,0.00,0.00,0.0,20.3,332
2012-11-30,3,4.1,-3.4,-0.2,0.8,-7.1,-3.5,2012-11-30T08:43,2012-11-30T16:55,29551.32,23721.97,0.00,0.00,0.0,9.6,305
2012-12-01,51,4.8,-3.3,0.1,0.8,-7.3,-3.9,2012-12-01T08:44,2012-12-01T16:55,29432.75,17916.01,0.10,0.10,1.0,17.7,291
2012-12-02,3,4.1,-2.4,-0.2,0.9,-6.9,-4.2,2012-12-02T08:45,2012-12-02T16:54,29318.83,23541.45,0.00,0.00,0.0,14.2,284
2012-12-03,55,9.4,0.4,6.0,6.7,-3.1,2.3,2012-12-03T08:47,2012-12-03T16:53,29209.39,8127.34,7.40,7.40,12.0,24.9,250
2012-12-04,3,6.2,-0.4,3.0,1.5,-3.8,-1.3,2012-12-04T08:48,2012-12-04T16:53,29104.60,22310.10,0.00,0.00,0.0,22.0,275
2012-12-05,73,2.7,-1.6,0.2,-2.3,-6.0,-4.3,2012-12-05T08:49,2012-12-05T16:53,29004.61,19593.97,1.30,0.30,4.0,19.6,322
2012-12-06,51,4.3,-4.6,-0.1,-1.2,-8.5,-4.5,2012-12-06T08:50,2012-12-06T16:52,28909.57,9422.99,1.20,1.20,4.0,26.4,227
2012-12-07,73,5.1,1.5,3.6,-0.5,-4.3,-2.1,2012-12-07T08:52,2012-12-07T16:52,28819.65,14871.71,5.00,4.30,7.0,31.8,302
2012-12-08,3,5.3,1.1,3.3,2.0,-2.4,-0.5,2012-12-08T08:53,2012-12-08T16:52,28735.00,18499.23,0.00,0.00,0.0,21.2,313
2012-12-09,3,8.0,3.1,5.9,2.8,-1.2,1.2,2012-12-09T08:54,2012-12-09T16:51,28655.77,5485.74,0.00,0.00,0.0,31.8,278
2012-12-10,2,5.2,0.0,2.9,0.5,-4.2,-1.9,2012-12-10T08:55,2012-12-10T16:51,28582.11,22937.18,0.00,0.00,0.0,21.3,335
2012-12-11,3,3.2,-2.7,-0.6,-0.1,-6.6,-4.3,2012-12-11T08:56,2012-12-11T16:51,28514.16,23045.56,0.00,0.00,0.0,12.8,354
2012-12-12,3,1.5,-2.9,-1.3,-1.6,-5.9,-4.5,2012-12-12T08:57,2012-12-12T16:51,28452.10,850.52,0.00,0.00,0.0,9.0,169
2012-12-13,3,1.0,-3.0,-1.0,-2.7,-7.1,-4.9,2012-12-13T08:58,2012-12-13T16:51,28396.04,14249.35,0.00,0.00,0.0,10.8,92
2012-12-14,63,9.1,1.5,5.9,4.9,-2.1,1.3,2012-12-14T08:59,2012-12-14T16:51,28346.15,0.00,14.20,14.20,10.0,36.2,168
2012-12-15,3,9.6,5.8,7.3,5.4,1.4,3.3,2012-12-15T09:00,2012-12-15T16:51,28302.56,18159.19,0.00,0.00,0.0,25.0,216
2012-12-16,51,8.6,4.1,5.8,5.7,0.7,2.6,2012-12-16T09:01,2012-12-16T16:52,28265.41,21715.14,0.40,0.40,2.0,16.1,210
2012-12-17,3,8.0,4.4,5.7,4.6,0.9,2.2,2012-12-17T09:01,2012-12-17T16:52,28234.83,20746.45,0.00,0.00,0.0,17.3,233
2012-12-18,51,6.9,3.9,5.4,4.1,0.8,2.3,2012-12-18T09:02,2012-12-18T16:52,28210.94,11911.06,0.10,0.10,1.0,17.2,303
2012-12-19,53,6.5,2.3,4.9,2.5,-0.5,1.0,2012-12-19T09:03,2012-12-19T16:52,28193.87,0.00,3.40,3.40,8.0,24.1,126
2012-12-20,61,8.8,6.2,7.7,6.4,1.7,4.1,2012-12-20T09:03,2012-12-20T16:53,28183.75,0.00,13.40,13.40,18.0,23.0,145
2012-12-21,3,8.5,4.8,6.5,5.5,1.4,3.5,2012-12-21T09:04,2012-12-21T16:53,28180.65,2286.34,0.00,0.00,0.0,17.7,250
2012-12-22,61,12.6,5.1,9.3,10.1,2.2,6.1,2012-12-22T09:04,2012-12-22T16:54,28184.51,0.00,14.30,14.30,17.0,25.3,202
2012-12-23,55,12.7,7.8,11.0,9.3,5.2,7.7,2012-12-23T09:04,2012-12-23T16:54,28195.21,4344.72,2.40,2.40,3.0,28.2,234
2012-12-24,53,11.7,7.3,9.1,7.3,4.6,5.6,2012-12-24T09:05,2012-12-24T16:55,28212.66,0.00,4.90,4.90,12.0,35.7,206
2012-12-25,53,8.6,4.6,7.5,5.1,0.8,3.5,2012-12-25T09:05,2012-12-25T16:56,28236.78,16990.27,3.20,3.20,9.0,24.9,226
2012-12-26,61,9.6,3.8,6.7,5.4,-0.4,2.3,2012-12-26T09:05,2012-12-26T16:56,28267.45,8134.49,2.20,2.20,4.0,32.8,236
2012-12-27,61,7.9,5.3,6.4,3.2,1.0,2.1,2012-12-27T09:05,2012-12-27T16:57,28304.57,6019.89,3.20,3.20,6.0,26.0,263
2012-12-28,55,11.1,4.2,8.4,7.7,1.2,4.9,2012-12-28T09:06,2012-12-28T16:58,28348.03,0.00,3.20,3.20,8.0,30.9,208
2012-12-29,53,11.1,6.4,9.7,6.1,1.8,4.6,2012-12-29T09:06,2012-12-29T16:59,28397.71,0.00,1.80,1.80,4.0,36.0,206
2012-12-30,3,9.1,4.7,6.7,3.5,-0.9,1.4,2012-12-30T09:06,2012-12-30T17:00,28453.49,18449.80,0.00,0.00,0.0,32.4,235
2012-12-31,55,10.6,9.1,10.1,6.9,4.0,5.1,2012-12-31T09:06,2012-12-31T17:01,28515.25,723.11,4.10,4.10,8.0,40.0,217
2013-01-01,51,8.9,3.3,5.7,5.7,-0.8,1.7,2013-01-01T09:06,2013-01-01T17:02,28582.87,22640.70,0.20,0.20,1.0,18.1,270
2013-01-02,51,10.1,2.7,6.1,7.5,-1.0,2.7,2013-01-02T09:05,2013-01-02T17:03,28656.21,0.00,0.10,0.10,1.0,18.3,258
2013-01-03,3,11.4,9.4,10.2,9.0,6.7,7.5,2013-01-03T09:05,2013-01-03T17:04,28735.16,0.00,0.00,0.00,0.0,19.8,267
2013-01-04,3,9.6,8.0,8.8,7.2,5.2,6.1,2013-01-04T09:05,2013-01-04T17:05,28819.57,0.00,0.00,0.00,0.0,16.3,265
2013-01-05,3,9.9,7.3,8.5,7.4,5.1,6.2,2013-01-05T09:05,2013-01-05T17:07,28909.31,33.92,0.00,0.00,0.0,14.8,250
2013-01-06,3,8.7,5.1,7.0,7.0,2.6,4.8,2013-01-06T09:04,2013-01-06T17:08,29004.24,0.00,0.00,0.00,0.0,11.0,233
2013-01-07,3,8.7,6.6,7.5,5.5,4.0,4.7,2013-01-07T09:04,2013-01-07T17:09,29104.24,2896.70,0.00,0.00,0.0,15.2,204
2013-01-08,53,10.4,7.6,8.8,8.0,4.9,6.1,2013-01-08T09:04,2013-01-08T17:10,29209.15,1615.85,1.10,1.10,2.0,17.0,218
2013-01-09,55,9.1,0.9,6.8,7.9,-2.3,4.5,2013-01-09T09:03,2013-01-09T17:12,29318.85,15448.89,4.50,4.50,7.0,13.7,333
2013-01-10,3,3.8,0.4,1.7,1.2,-2.4,-1.0,2013-01-10T09:02,2013-01-10T17:13,29433.41,1698.52,0.00,0.00,0.0,9.5,317
2013-01-11,3,5.4,1.1,2.7,3.3,-2.2,-0.2,2013-01-11T09:02,2013-01-11T17:14,29554.08,15796.86,0.00,0.00,0.0,10.4,319
2013-01-12,71,3.5,1.9,2.7,-0.6,-3.2,-1.9,2013-01-12T09:01,2013-01-12T17:16,29680.88,914.95,3.40,3.20,14.0,22.3,92
2013-01-13,3,2.9,-1.7,1.1,-1.8,-5.4,-3.3,2013-01-13T09:00,2013-01-13T17:17,29813.50,23544.89,0.00,0.00,0.0,16.5,27
2013-01-14,73,2.3,-2.1,0.1,-2.2,-5.7,-3.9,2013-01-14T09:00,2013-01-14T17:19,29951.63,312.98,4.20,1.40,9.0,22.5,256
2013-01-15,71,2.5,-2.0,0.6,-1.9,-5.6,-4.0,2013-01-15T08:59,2013-01-15T17:20,30095.01,22053.19,0.10,0.00,1.0,24.2,336
2013-01-16,3,0.8,-3.9,-2.3,-2.5,-7.6,-5.8,2013-01-16T08:58,2013-01-16T17:22,30243.33,20532.00,0.00,0.00,0.0,8.6,44
2013-01-17,3,0.7,-4.6,-2.3,-2.4,-7.9,-5.8,2013-01-17T08:57,2013-01-17T17:24,30396.32,14951.58,0.00,0.00,0.0,12.2,105
2013-01-18,73,-0.9,-2.2,-1.4,-5.3,-7.9,-6.6,2013-01-18T08:56,2013-01-18T17:25,30553.69,0.00,4.60,0.00,15.0,21.7,116
2013-01-19,71,0.8,-0.9,-0.2,-4.3,-6.1,-5.1,2013-01-19T08:55,2013-01-19T17:27,30715.16,6532.88,0.60,0.00,4.0,19.2,59
2013-01-20,73,-0.9,-1.9,-1.3,-4.4,-6.8,-5.8,2013-01-20T08:54,2013-01-20T17:29,30880.47,0.00,5.00,0.00,15.0,17.3,16
2013-01-21,71,0.6,-3.4,-1.5,-2.4,-6.9,-4.9,2013-01-21T08:53,2013-01-21T17:30,31049.36,13449.26,0.00,0.00,0.0,8.6,193
2013-01-22,73,1.9,-5.8,-1.5,-2.1,-9.9,-6.0,2013-01-22T08:51,2013-01-22T17:32,31221.56,786.41,1.10,0.10,6.0,22.2,92
2013-01-23,71,1.6,0.2,0.8,-2.7,-4.4,-3.7,2013-01-23T08:50,2013-01-23T17:34,31396.83,0.00,1.00,0.20,8.0,22.0,77
2013-01-24,71,1.5,-1.9,-0.3,-2.5,-5.6,-4.2,2013-01-24T08:49,2013-01-24T17:35,31574.91,22414.22,0.00,0.00,0.0,14.1,48
2013-01-25,3,1.6,-5.7,-1.5,-3.5,-10.1,-6.0,2013-01-25T08:48,2013-01-25T17:37,31755.56,10773.08,0.00,0.00,0.0,24.5,157
2013-01-26,73,6.1,1.0,3.2,1.1,-4.3,-1.2,2013-01-26T08:46,2013-01-26T17:39,31938.55,23845.91,5.00,2.70,9.0,29.6,211
2013-01-27,61,9.7,4.3,7.6,5.4,-1.0,2.2,2013-01-27T08:45,2013-01-27T17:41,32123.65,25200.00,3.90,3.90,8.0,32.6,226
2013-01-28,55,9.9,1.9,5.7,4.8,-2.8,0.5,2013-01-28T08:44,2013-01-28T17:42,32310.63,9445.15,2.60,2.60,5.0,40.4,222
2013-01-29,53,12.7,8.2,10.8,9.0,4.5,6.7,2013-01-29T08:42,2013-01-29T17:44,32499.28,0.00,1.80,1.80,5.0,34.0,226
2013-01-30,61,12.2,6.6,10.1,8.4,1.0,4.9,2013-01-30T08:41,2013-01-30T17:46,32689.68,27861.17,4.50,4.50,5.0,35.5,246
2013-01-31,53,10.1,5.9,8.2,4.1,0.4,2.6,2013-01-31T08:40,2013-01-31T17:48,32883.76,27737.55,1.20,1.20,3.0,34.9,244
2013-02-01,53,6.9,1.9,5.3,3.0,-1.3,1.8,2013-02-01T08:38,2013-02-01T17:49,33081.66,8757.38,3.40,3.40,8.0,21.5,263
2013-02-02,3,4.8,-0.6,2.6,-1.1,-5.0,-2.6,2013-02-02T08:36,2013-02-02T17:51,33283.09,28504.57,0.00,0.00,0.0,25.3,336
2013-02-03,3,8.4,-2.8,3.5,5.2,-7.2,-0.7,2013-02-03T08:35,2013-02-03T17:53,33487.75,46.98,0.00,0.00,0.0,23.9,254
2013-02-04,3,9.3,5.2,7.9,5.0,-0.3,2.9,2013-02-04T08:33,2013-02-04T17:55,33695.38,28506.63,0.00,0.00,0.0,30.7,268
2013-02-05,71,5.2,1.4,3.5,-0.7,-4.5,-2.6,2013-02-05T08:31,2013-02-05T17:57,33905.71,27019.11,2.30,2.00,6.0,31.9,260
2013-02-06,51,4.9,1.9,3.5,-1.4,-4.1,-2.3,2013-02-06T08:30,2013-02-06T17:59,34118.48,28598.00,1.20,1.20,7.0,31.1,333
2013-02-07,51,5.1,-0.4,1.9,0.8,-5.7,-2.8,2013-02-07T08:28,2013-02-07T18:00,34333.44,20026.52,1.00,1.00,5.0,22.5,313
2013-02-08,3,4.8,-1.9,1.2,0.7,-6.2,-3.0,2013-02-08T08:26,2013-02-08T18:02,34550.33,24015.86,0.00,0.00,0.0,17.1,326
2013-02-09,71,4.1,-1.1,1.5,0.8,-4.4,-1.8,2013-02-09T08:24,2013-02-09T18:04,34768.92,15559.85,0.00,0.00,0.0,16.0,260
2013-02-10,73,4.1,1.0,2.6,-0.0,-4.5,-1.9,2013-02-10T08:23,2013-02-10T18:06,34988.98,0.00,11.60,8.50,18.0,26.3,136
2013-02-11,73,2.5,0.4,1.1,-1.5,-4.2,-3.2,2013-02-11T08:21,2013-02-11T18:08,35210.27,3007.60,6.00,0.80,16.0,20.8,57
2013-02-12,3,2.2,0.1,1.0,-2.1,-4.0,-3.1,2013-02-12T08:19,2013-02-12T18:10,35432.57,9760.00,0.00,0.00,0.0,14.8,46
2013-02-13,73,2.2,-1.5,0.5,-3.1,-5.8,-4.1,2013-02-13T08:17,2013-02-13T18:11,35655.67,4992.37,1.20,0.00,6.0,22.2,153
2013-02-14,61,9.8,2.5,6.4,6.0,-3.0,2.4,2013-02-14T08:15,2013-02-14T18:13,35879.36,27909.25,7.10,7.10,7.0,25.0,232
2013-02-15,2,8.8,0.2,4.4,5.0,-3.7,1.0,2013-02-15T08:13,2013-02-15T18:15,36103.44,30016.89,0.00,0.00,0.0,13.5,287
2013-02-16,3,9.2,2.2,4.9,6.7,-0.4,2.4,2013-02-16T08:11,2013-02-16T18:17,36327.69,28892.18,0.00,0.00,0.0,6.9,211
2013-02-17,3,7.8,-1.0,3.4,4.2,-4.7,-0.0,2013-02-17T08:09,2013-02-17T18:19,36551.93,31802.79,0.00,0.00,0.0,15.4,117
2013-02-18,1,7.6,-0.3,3.3,4.0,-4.2,-0.3,2013-02-18T08:07,2013-02-18T18:21,36775.96,32303.50,0.00,0.00,0.0,14.7,106
2013-02-19,3,5.5,-1.8,0.8,3.3,-4.6,-2.1,2013-02-19T08:06,2013-02-19T18:22,36999.90,19469.20,0.00,0.00,0.0,9.8,34
2013-02-20,3,3.5,-0.9,1.9,-0.1,-4.9,-2.6,2013-02-20T08:04,2013-02-20T18:24,37225.68,20115.66,0.00,0.00,0.0,21.4,79
2013-02-21,3,1.9,-0.6,0.7,-3.9,-5.9,-4.8,2013-02-21T08:02,2013-02-21T18:26,37453.52,5746.32,0.00,0.00,0.0,21.9,77
2013-02-22,3,2.4,-1.9,0.2,-3.9,-6.8,-5.2,2013-02-22T08:00,2013-02-22T18:28,37683.20,24658.68,0.00,0.00,0.0,24.3,50
2013-02-23,71,2.6,-1.5,0.2,-3.0,-6.2,-4.9,2013-02-23T07:57,2013-02-23T18:30,37914.54,10869.99,0.00,0.00,0.0,21.4,30
2013-02-24,71,3.3,-1.9,0.3,-3.0,-6.6,-5.0,2013-02-24T07:55,2013-02-24T18:31,38147.34,28361.94,0.20,0.10,2.0,24.9,7
2013-02-25,3,4.7,-0.3,2.4,-0.4,-5.3,-2.5,2013-02-25T07:53,2013-02-25T18:33,38381.41,2734.61,0.00,0.00,0.0,21.3,10
2013-02-26,3,4.9,2.1,3.5,0.8,-3.0,-0.9,2013-02-26T07:51,2013-02-26T18:35,38616.56,0.00,0.00,0.00,0.0,21.6,37
2013-02-27,3,4.5,1.8,3.0,-0.5,-2.8,-1.6,2013-02-27T07:49,2013-02-27T18:37,38852.61,3804.37,0.00,0.00,0.0,19.5,36
2013-02-28,53,7.4,1.0,3.5,2.7,-3.3,-0.9,2013-02-28T07:47,2013-02-28T18:38,39089.39,20924.39,0.90,0.90,3.0,20.1,39
2013-03-01,3,6.5,1.7,3.9,1.6,-2.8,-0.3,2013-03-01T07:45,2013-03-01T18:40,39326.73,19487.25,0.00,0.00,0.0,19.2,37
2013-03-02,3,5.3,-0.9,2.2,1.9,-4.5,-1.2,2013-03-02T07:42,2013-03-02T18:42,39564.44,32244.68,0.00,0.00,0.0,12.7,30
2013-03-03,3,6.6,-2.0,2.6,2.6,-5.4,-0.9,2013-03-03T07:40,2013-03-03T18:44,39802.36,26974.07,0.00,0.00,0.0,15.6,88
2013-03-04,2,8.2,-0.3,3.6,4.3,-4.3,-0.2,2013-03-04T07:38,2013-03-04T18:46,40040.34,35487.35,0.00,0.00,0.0,15.5,93
2013-03-05,2,13.2,-0.4,5.8,11.4,-3.9,3.1,2013-03-05T07:36,2013-03-05T18:47,40278.19,35715.99,0.00,0.00,0.0,10.4,131
2013-03-06,51,10.9,4.1,7.3,8.6,1.1,4.6,2013-03-06T07:34,2013-03-06T18:49,40515.77,11035.64,0.40,0.40,2.0,13.7,84
2013-03-07,51,9.7,6.7,8.0,7.3,4.2,5.7,2013-03-07T07:31,2013-03-07T18:51,40752.91,0.00,3.60,3.60,16.0,13.1,85
2013-03-08,53,10.2,7.1,8.5,9.0,5.0,6.8,2013-03-08T07:29,2013-03-08T18:52,40989.45,0.00,6.70,6.70,16.0,13.6,66
2013-03-09,51,7.8,2.5,6.0,6.5,-1.0,3.6,2013-03-09T07:27,2013-03-09T18:54,41225.24,0.00,0.50,0.50,3.0,12.1,356
2013-03-10,71,4.2,-0.1,2.0,-1.4,-5.7,-2.9,2013-03-10T07:25,2013-03-10T18:56,41460.12,11211.32,0.10,0.10,1.0,25.5,40
2013-03-11,71,1.5,-1.9,-0.2,-6.0,-9.4,-7.4,2013-03-11T07:23,2013-03-11T18:58,41694.19,6349.00,0.00,0.00,0.0,36.8,48
2013-03-12,3,2.8,-2.0,0.0,-3.5,-9.8,-6.8,2013-03-12T07:20,2013-03-12T18:59,41929.21,28566.93,0.00,0.00,0.0,32.4,31
2013-03-13,71,6.0,-1.5,1.9,0.9,-6.2,-2.7,2013-03-13T07:18,2013-03-13T19:01,42165.41,37676.00,0.10,0.10,1.0,18.6,341
2013-03-14,51,5.9,-3.6,0.9,1.7,-7.8,-3.1,2013-03-14T07:16,2013-03-14T19:03,42402.65,34755.97,0.30,0.30,2.0,12.2,313
2013-03-15,73,7.8,-0.3,4.2,3.0,-4.7,-0.8,2013-03-15T07:14,2013-03-15T19:04,42640.76,9974.63,5.70,5.00,15.0,30.8,209
2013-03-16,55,7.1,4.9,6.0,2.6,-0.5,0.6,2013-03-16T07:11,2013-03-16T19:06,42879.62,13733.50,8.90,8.90,17.0,33.5,187
2013-03-17,55,7.0,2.0,4.7,4.6,-1.4,1.2,2013-03-17T07:09,2013-03-17T19:08,43119.07,6011.70,8.40,8.40,14.0,23.7,197
2013-03-18,61,8.4,-1.6,3.1,6.6,-5.0,0.5,2013-03-18T07:07,2013-03-18T19:10,43358.98,30486.22,4.40,4.40,8.0,8.4,114
2013-03-19,53,7.7,-0.2,3.3,5.2,-3.2,0.5,2013-03-19T07:04,2013-03-19T19:11,43599.21,29438.16,2.20,2.20,6.0,9.4,100
2013-03-20,51,6.9,-0.2,3.1,3.7,-4.0,-0.3,2013-03-20T07:02,2013-03-20T19:13,43839.60,33910.21,1.90,1.90,9.0,14.6,33
2013-03-21,51,6.2,-0.8,3.1,1.5,-4.7,-1.3,2013-03-21T07:00,2013-03-21T19:15,44080.03,17177.39,0.10,0.10,1.0,22.5,104
2013-03-22,73,5.3,1.5,3.2,-0.8,-4.1,-2.7,2013-03-22T06:58,2013-03-22T19:16,44320.36,7360.04,7.00,5.70,17.0,29.9,91
2013-03-23,73,2.4,0.7,1.5,-3.2,-4.8,-3.8,2013-03-23T06:55,2013-03-23T19:18,44560.43,0.00,6.90,3.00,17.0,27.0,75
2013-03-24,71,0.9,-0.8,0.0,-4.2,-6.4,-5.5,2013-03-24T06:53,2013-03-24T19:20,44800.11,0.00,0.00,0.00,0.0,27.1,59
2013-03-25,3,1.3,-0.5,0.3,-4.8,-6.2,-5.5,2013-03-25T06:51,2013-03-25T19:21,45039.26,833.11,0.00,0.00,0.0,26.8,54
2013-03-26,71,1.4,-0.8,0.3,-4.3,-6.2,-5.2,2013-03-26T06:48,2013-03-26T19:23,45277.72,7161.64,0.00,0.00,0.0,22.6,51
2013-03-27,51,3.2,-1.8,0.8,-2.2,-6.7,-4.1,2013-03-27T06:46,2013-03-27T19:25,45515.36,39377.03,0.10,0.10,1.0,19.1,50
2013-03-28,51,4.0,-2.0,1.0,-1.4,-6.5,-3.8,2013-03-28T06:44,2013-03-28T19:26,45752.03,36434.91,0.10,0.10,1.0,20.8,33
2013-03-29,3,3.9,-4.1,0.1,-1.2,-8.3,-4.5,2013-03-29T06:42,2013-03-29T19:28,45987.57,22493.60,0.00,0.00,0.0,19.0,49
2013-03-30,51,5.4,-2.4,1.2,0.2,-6.9,-3.4,2013-03-30T06:39,2013-03-30T19:30,46221.84,39307.41,0.30,0.30,3.0,19.1,39
2013-03-31,3,4.7,-4.3,0.5,-0.1,-8.4,-4.0,2013-03-31T06:37,2013-03-31T19:31,46454.91,24604.86,0.00,0.00,0.0,16.5,64
2013-04-01,3,4.2,-0.3,1.7,-2.5,-5.4,-3.8,2013-04-01T06:35,2013-04-01T19:33,46688.46,24612.53,0.00,0.00,0.0,27.8,70
2013-04-02,1,6.6,-0.7,2.5,1.0,-5.9,-2.9,2013-04-02T06:33,2013-04-02T19:35,46922.69,42856.43,0.00,0.00,0.0,23.7,50
2013-04-03,3,4.2,-1.0,1.7,-2.7,-6.1,-4.3,2013-04-03T06:30,2013-04-03T19:36,47157.47,35983.73,0.00,0.00,0.0,30.0,42
2013-04-04,71,3.7,-0.1,1.8,-2.6,-5.2,-4.1,2013-04-04T06:28,2013-04-04T19:38,47392.65,41162.59,1.80,1.10,8.0,29.8,38
2013-04-05,51,6.3,0.8,3.2,-0.2,-5.0,-2.7,2013-04-05T06:26,2013-04-05T19:40,47628.11,32275.91,0.60,0.60,5.0,30.6,29
2013-04-06,3,7.7,-0.1,3.4,3.6,-4.3,-0.8,2013-04-06T06:24,2013-04-06T19:41,47863.71,38769.38,0.00,0.00,0.0,19.0,28
2013-04-07,3,8.7,-2.1,3.2,5.1,-6.1,-0.5,2013-04-07T06:21,2013-04-07T19:43,48099.30,35129.75,0.00,0.00,0.0,13.8,144
2013-04-08,3,8.6,2.0,4.9,4.1,-2.3,0.3,2013-04-08T06:19,2013-04-08T19:45,48334.75,31919.85,0.00,0.00,0.0,18.4,80
2013-04-09,53,7.7,1.5,4.7,4.0,-2.7,0.9,2013-04-09T06:17,2013-04-09T19:47,48569.90,861.16,2.00,2.00,7.0,18.9,75
2013-04-10,61,11.1,1.9,6.0,7.6,-1.2,2.8,2013-04-10T06:15,2013-04-10T19:48,48804.61,25179.97,3.00,3.00,4.0,19.7,102
2013-04-11,61,10.4,5.2,7.1,8.4,1.6,4.2,2013-04-11T06:12,2013-04-11T19:50,49038.72,9207.28,5.60,5.60,10.0,21.3,90
2013-04-12,61,11.1,6.2,8.4,7.9,2.9,5.1,2013-04-12T06:10,2013-04-12T19:52,49272.08,21380.79,7.20,7.20,14.0,21.1,227
2013-04-13,61,11.9,2.7,8.1,7.2,-0.5,4.3,2013-04-13T06:08,2013-04-13T19:53,49504.53,19919.08,5.50,5.50,7.0,29.2,196
2013-04-14,53,17.9,10.1,13.4,14.4,5.7,9.6,2013-04-14T06:06,2013-04-14T19:55,49735.92,42911.97,0.50,0.50,1.0,28.7,202
2013-04-15,3,14.2,8.2,11.5,10.1,5.1,7.8,2013-04-15T06:04,2013-04-15T19:57,49966.07,32318.80,0.00,0.00,0.0,27.1,218
2013-04-16,3,14.4,7.9,11.3,9.9,4.3,7.0,2013-04-16T06:01,2013-04-16T19:58,50194.81,36726.85,0.00,0.00,0.0,30.0,219
2013-04-17,3,15.6,7.5,11.7,11.8,4.9,8.2,2013-04-17T05:59,2013-04-17T20:00,50421.96,18523.50,0.00,0.00,0.0,30.0,199
2013-04-18,51,12.7,6.9,10.0,6.6,1.7,4.1,2013-04-18T05:57,2013-04-18T20:02,50647.36,46648.28,1.10,1.10,6.0,41.4,236
2013-04-19,53,12.2,5.4,8.4,9.4,0.9,4.8,2013-04-19T05:55,2013-04-19T20:03,50870.81,39811.86,1.90,1.90,7.0,22.9,302
2013-04-20,2,10.8,0.2,5.8,8.9,-3.0,3.0,2013-04-20T05:53,2013-04-20T20:05,51092.37,47070.95,0.00,0.00,0.0,11.9,80
2013-04-21,3,12.6,1.0,7.0,10.8,-1.7,4.0,2013-04-21T05:51,2013-04-21T20:07,51313.65,47280.41,0.00,0.00,0.0,16.6,228
2013-04-22,3,13.1,5.0,9.3,9.2,2.2,6.0,2013-04-22T05:49,2013-04-22T20:08,51534.86,26033.43,0.00,0.00,0.0,21.6,229
2013-04-23,3,18.5,9.8,13.1,16.6,6.5,11.2,2013-04-23T05:47,2013-04-23T20:10,51755.84,44754.04,0.00,0.00,0.0,18.6,253
2013-04-24,51,16.9,6.4,12.5,14.8,4.1,10.6,2013-04-24T05:45,2013-04-24T20:11,51976.44,31058.66,0.30,0.30,2.0,19.8,247
2013-04-25,51,19.1,9.4,14.2,17.8,8.1,12.8,2013-04-25T05:43,2013-04-25T20:13,52196.50,45600.24,0.10,0.10,1.0,18.8,227
2013-04-26,55,11.4,5.2,8.8,9.8,1.3,5.6,2013-04-26T05:41,2013-04-26T20:15,52415.86,33956.55,8.10,8.10,18.0,18.3,328
2013-04-27,53,10.2,2.2,6.0,7.3,-1.2,2.3,2013-04-27T05:39,2013-04-27T20:16,52634.34,45882.47,1.90,1.90,8.0,18.9,4
2013-04-28,3,10.8,0.2,6.1,6.6,-2.8,2.3,2013-04-28T05:37,2013-04-28T20:18,52851.76,35832.46,0.00,0.00,0.0,22.2,235
2013-04-29,51,12.3,6.3,9.2,8.1,2.9,5.3,2013-04-29T05:35,2013-04-29T20:20,53067.96,44607.69,0.80,0.80,4.0,21.7,268
2013-04-30,3,12.9,2.3,7.8,9.0,-1.2,4.4,2013-04-30T05:33,2013-04-30T20:21,53282.74,49126.19,0.00,0.00,0.0,16.9,31
2013-05-01,0,13.9,2.5,8.4,11.8,-0.9,5.6,2013-05-01T05:31,2013-05-01T20:23,53495.93,49324.04,0.00,0.00,0.0,14.1,41
2013-05-02,0,14.8,2.7,9.0,12.6,-1.1,6.0,2013-05-02T05:29,2013-05-02T20:25,53707.31,49519.82,0.00,0.00,0.0,14.7,44
2013-05-03,1,17.5,2.4,11.0,15.7,-0.3,8.6,2013-05-03T05:28,2013-05-03T20:26,53916.69,49713.38,0.00,0.00,0.0,16.8,260
2013-05-04,51,14.5,7.2,10.9,11.1,3.9,7.2,2013-05-04T05:26,2013-05-04T20:28,54123.86,31780.88,0.60,0.60,4.0,25.8,240
2013-05-05,3,16.7,5.1,11.4,15.5,2.8,9.6,2013-05-05T05:24,2013-05-05T20:30,54328.61,27626.21,0.00,0.00,0.0,11.7,247
2013-05-06,3,18.4,7.2,13.2,17.7,5.7,12.1,2013-05-06T05:22,2013-05-06T20:31,54530.71,49608.75,0.00,0.00,0.0,7.6,192
2013-05-07,1,19.5,6.2,13.8,19.4,4.4,12.4,2013-05-07T05:21,2013-05-07T20:33,54729.95,50285.06,0.00,0.00,0.0,11.6,125
